Tweet,Date,Sentiment_Vader,Sentiment_Blob
I will definitely think carefully in the future about buying something from  if  Support cant even tell me whats going wrong,2020-10-18,0.4215,-0.15
  Trumps  In Streaming Media Sales gavin,2020-10-18,0.0,0.0
iPhone 6 and 6 Plus Shipping Times Improve to 3 to 5 Days for Many Models AAPL,2020-10-19,0.4404,0.5
Heres Apples Next Great Business via  aapl,2020-10-19,0.6249,0.4
Is Apple The Most Important Stock On Earth  Apple Inc AAPL  Seeking Alpha,2020-10-19,0.2716,0.45
aye shoot me a space grey 64gb iPhone 6 right quick  ,2020-10-20,-0.296,0.18968253968253967
  Where do iPhones come from Whats in your   RareEarths,2020-10-20,0.0,0.0
AAPLDexCom CEO Terry Gregg Explains 50 YTD Stock Leap Plans for 2015httptcobPYVaRmQkP,2020-10-20,0.0,0.0
AAPLHeres Apples Next Great BusinesshttptcoAJx1WqhOLX,2020-10-20,0.6249,0.4
Is Apple The Most Important Stock On Earth AAPL,2020-10-21,0.2716,0.45
THIS 16GB IS GOING TO KILL ME IM THIS CLOSE TO TAKING A SHIT ON MY PHONE  ,2020-10-21,-0.8519,-0.2
Pathetic  display at ,2020-10-21,-0.5719,-1.0
Get Techy with another shout out to    iPad   Chromebook via ,2020-10-22,0.0,0.0
But Im beyond thankful for the help  gave me today Computer was defective and they replaced it while I just payed the difference,2020-10-22,0.6956,0.0
New HA Blog Post gtgtgt Final AAPL PutCallRatios for Wednesday December 3 2014,2020-10-22,0.4824,0.06818181818181818
mkt Final AAPL PutCallRatios for Wednesday December 3 2014,2020-10-22,0.0,0.0
Final AAPL PutCallRatios for Wednesday December 3 2014 via Hamzei  ,2020-10-23,0.0,0.0
Shipping Estimates for 27Inch Retina iMac Improve to 1 to 2 Weeks Mac Blog AAPL,2020-10-23,0.4404,0.0
AAPLGoogle Donates 1 Million Dollars to New York Libraries for Free WiFi HhttptcoJpmuji0wie,2020-10-23,0.5106,0.2681818181818182
Got new cases     slc citycreek apple applestore red ,2020-10-24,0.0,0.06818181818181818
if i fail poli sci because of this fucking laptop im suing ,2020-10-24,-0.7063,-0.55
Got new cases     slc citycreek apple applestore red productred aids founda,2020-10-24,0.0,0.06818181818181818
In worlds first AppleWatch hackathon apps and challenges emerge via  aapl,2020-10-24,0.0772,0.25
Wtf My phone is in do not disturb and Im still getting notifications Fix this shit  ,2020-10-25,-0.7777,-0.35
Currently on hold with  in Cupertino to try to set up a Genius Bar appointment in Madrid dontask,2020-10-25,0.0,0.0
First tweet from my new  iPhone 6 Plus newtoy,2020-10-25,0.0,0.19318181818181818
  fix this,2020-10-26,0.0,0.0
you just did too much you asshole  get your shit together,2020-10-26,-0.5574,0.0
So  wouldnt fix my phone and claims that I didnt tell them to screen was fucked,2020-10-26,-0.6597,-0.6
AAPLDid Carl Icahn cause a new private equity bubblehttptco07f6Mv7ZlD,2020-10-26,0.0,0.06818181818181818
   APPLEBEES FAVED OMG,2020-10-27,0.0,0.0
 iSchool education ,2020-10-27,0.0,0.0
 can we always have the setting when I use the app for location for apps instead of just always and never,2020-10-27,0.0,0.0
 yall should put the apple symbol into the home button on yalls next device,2020-10-28,0.0,0.0
iPhone6 users complain to  Apple about front Wednesday 3 December,2020-10-28,-0.3612,0.0
VerrÌcktes GerÌcht iPhone6s zum  Apple Watch Wednesday 3 December,2020-10-28,0.0,0.0
How Competition Between Wireless Carriers Benefits Apple Inc AAPL,2020-10-28,0.3818,0.0
JMP raises Apple Inc price target to 150 on exceptionally strong demand for  AAPL,2020-10-29,0.4243,0.43333333333333335
Final AAPL PutCallRatios for Wednesday December 3 2014,2020-10-29,0.0,0.0
New post on my blog Got new cases     slc citycreek apple applestore red pr,2020-10-29,0.0,0.0909090909090909
Got new cases     slc citycreek apple applestore red ,2020-10-29,0.0,0.06818181818181818
   And replied livingthedream ARI,2020-10-30,0.0,0.0
Check out our Founder  views on  amp  EggFreezing benefits for female engineers WomenInTech,2020-10-30,0.3818,0.0
 Channels  in a Hilarious Ad for Its New Catalog Bookbook via TIME IKEA,2020-10-30,0.4019,0.3181818181818182
Our FDAcleared smartphoneconnected thermometer is now at  stores holiday,2020-10-31,0.4019,0.0
    And replied livingthedream ARI,2020-10-31,0.0,0.0
 Trumps  In Streaming Media Sales,2020-10-31,0.0,0.0
Apple Secretly Deleted iPod Owners Songs Downloaded From Competing Music Services AAPL,2020-10-31,0.0,-0.4
"dear  

why oh why do I have to baby sit copying files in the POS Finder its not like copying files is hard oh wait its you",2020-11-01,0.0232,-0.2916666666666667
Apple CEO Tim Cook comes out as gay  Via Net,2020-11-01,0.0,0.20833333333333334
 please get yourself together I need my products to work,2020-11-01,0.3182,0.0
"dear 

now its MY fault that your POS Macbook airquotes PRO does not have fast ports drop the PRO in the future toycomputer",2020-11-02,-0.296,0.1
 Hi A few days ago I purchase 2 ringtones and non of them appear on my phone or purchased but they appear in my credit card,2020-11-02,0.5267,-0.2
 dps developments welove AAPLE and that new retina screen ohai,2020-11-02,0.0,0.13636363636363635
 IF YOU DIDNT MAKE SUCH GOOD PRODUCTS I WOULD BOYCOTT YOU FOREVER,2020-11-02,-0.5727,0.35
As the sun devils were making their 202 run on us my phone called 4 people and hung up on them all on its own WTF iphoneissues ,2020-11-03,-0.8494,0.04999999999999999
Apple admits it deleted songs purchased through competing stores from iPods   AAPL RealNetworks,2020-11-03,0.296,0.0
  gotta switch to that Android life Galaxy,2020-11-03,0.0,0.0
LUV  iphone Ive had pretty much all the iPhones 3GS 4  4s  5c amp  MobilePhone,2020-11-04,0.4939,0.225
Not happy  have caused this to happen through a osx system update still on Mavericks,2020-11-04,-0.4585,-0.4
  It only happened once  perhaps because I had no network This is and was my setting ,2020-11-04,-0.296,0.0
 is becoming very petty about not allowing certain Apple Dev resources work in Chrome,2020-11-04,-0.4417,0.2880952380952381
    I agree about apple Their customer service is based on condescending employees treating,2020-11-05,0.3612,0.0
    customers as a captive audience,2020-11-05,0.0,0.2
Win a New   Mini 3 with an  Gift Card,2020-11-05,0.7717,0.4681818181818182
Is there anything more maddening than notifications reappearing with app upgrade ,2020-11-06,-0.5413,0.5
Hey  let us get some Star Wars action on iTunes,2020-11-06,-0.5574,0.1
We need an eye rolling emoji pronto ,2020-11-06,0.0,0.0
 We need an eye rolling emoji pronto ,2020-11-06,0.0,0.0
 your chargers SUCK,2020-11-07,-0.5622,0.0
more fuck you  ,2020-11-07,-0.5849,0.04999999999999999
Aw yeah monarchywpb sticker to ride with  boommovement and,2020-11-07,0.296,0.0
AAPLApple Inc AAPL Falls For Week Because Of Monday Morning Drophttptcout65KwzukC,2020-11-08,0.0,0.0
Apple Inc CEO Donates 291K To Pennsylvania School District AAPL,2020-11-08,0.0,0.0
 runs the worldlook around you,2020-11-08,0.0,0.0
New Questions In Mobile  GOOG GOOGL AAPL AMZN FB SSNLF,2020-11-08,0.0,0.13636363636363635
 patents system that changes the position of an iPhone midair Yay,2020-11-09,0.5267,0.0
My fix for syncdefaultsd crashing every five minutes and losing preference settings keep System Preferences open ,2020-11-09,-0.3818,0.0
ios8 upgrade creates cutandpaste problems  not impressed Anyone else ha,2020-11-09,-0.1911,-0.5
  my music library wont sync new music etc iTunes tells me sync completed nothing new uploadedhow do I fix this FRUSTRATING,2020-11-09,-0.6476,-0.04242424242424244
 fucking let everyone name the group chats their own things please and thanks,2020-11-10,0.6369,0.06666666666666667
 honestly sucks,2020-11-10,0.128,-0.3
     You get 6ms ping I get no connection Thanks,2020-11-10,-0.5583,0.2
 Yosemite needs a lot more testing Just hooked machine to Thunderbolt Display and was greeted with this,2020-11-11,0.2732,0.5
Ironic that were at a PR event mp15 talking about companies that dont need more people talking about them   ,2020-11-11,-0.128,0.35
How do I only have 127 GB used if my phone is 16 GB,2020-11-11,0.0,0.0
 make some better chargers fam or make them cheaper cuz rn this aint getting the job done,2020-11-11,0.4404,0.5
Has anyone figured out why  iPhones randomly lose their contacts for a few hours for no reason wth,2020-11-12,-0.2787,-0.35
how can my phone die while plugged in wtf ,2020-11-12,-0.8271,-0.5
Hey   Im not a fan of your latest commercial,2020-11-12,-0.2411,0.25
how is 41 degrees nice weather,2020-11-13,0.4215,0.6
 accused of deleting songs from iPods without users knowledge,2020-11-13,-0.296,0.0
    ughhhh can  just see itself out already,2020-11-13,0.0,0.0
 Chrome Books OVERTAKE  devices in the Education market via ,2020-11-13,0.0,0.0
AAPLNew FarReaching Apple Patent Reveals Next iPhone May Demonstrate A ChttptcoCe8dwGBHz0,2020-11-14,0.0,0.0
Alabama state representative to name antidiscrimination bill after Tim Cook  AAPL Apple TimCook,2020-11-14,0.0,0.0
 let me shake the phone to move the apps after double clicking the middle iPhone button please,2020-11-14,0.1531,0.0
over 1 hour on hold with  customer service trying to figure their messup o,2020-11-15,0.0,0.0
 why isnt there an otter emoji,2020-11-15,0.0,0.0
 YH News Apple Patent Could Prevent Cracked iPhones Apple was awarded a patent for a gravitydefying ha,2020-11-15,0.6369,0.0
Fuck you ,2020-11-15,-0.5423,-0.4
 Fuck you ,2020-11-16,-0.5423,-0.4
Type More Than 100 Words Per Minute With the New NinType Keyboard for iOS AAPL,2020-11-16,0.0,0.3181818181818182
iPhone chargers can suck my ass  disappointed,2020-11-16,-0.8591,-0.75
"Russia Could Ban Apple Inc iPhone For Lawmakers  AAPL tech

For reverse security reasons",2020-11-17,-0.296,0.0
Aye forreal tho done w yo bs ,2020-11-17,0.0,0.0
  between 4 and 8,2020-11-17,0.0,0.0
 how does the word demographic not have any synonyms attached in your dictionary application incompetence,2020-11-17,-0.5106,0.0
"Trade STOCK With AvaTrade 
FB GOOG AAPL",2020-11-18,0.0,0.0
Wtf  yall shit be cheap,2020-11-18,-0.8126,-0.09999999999999998
AAPLAlabama antidiscrimination bill to be named after Apples Tim CookhttptcotsfVyXVXeu,2020-11-18,0.0,0.0
 Wtf  yall shit be cheap,2020-11-19,-0.8126,-0.09999999999999998
WIN A DIGITAL MAKEOVER GIVEAWAY  1000  GCIPAD MACBOOK AND MORE  PIN,2020-11-19,0.6739,0.43333333333333335
 need to hurry up and make a middle finger emoji,2020-11-19,0.0,0.0
iPhone battery life takes the piss sort it out  iphone iphone apple,2020-11-19,-0.4019,0.0
AAPLBloomberg Law 1 Billion Antitrust Suit Against Apple AudiohttptcoGIa1f5wr47,2020-11-20,0.0,0.0
Seriously wtf iPhone Its been fucking up all day now it wont let me set my alarm for my 930 lecture Fkn  you can pay my tuition,2020-11-20,-0.8074,-0.55
 reagan true Silly iPhone  get your life together,2020-11-20,0.4404,-0.07500000000000001
reagan  reagan true Silly iPhone  get your life together,2020-11-20,0.4404,-0.07500000000000001
 u niggas really put this weak ass album n this gay ass artwork on my iPhone Im bout to go buy my first Galaxy,2020-11-21,-0.9202,0.12291666666666667
Apple Inc Fails App Store Trademark Appeal AAPL,2020-11-21,-0.4215,-0.5
 removed songs from iPods without telling customers,2020-11-21,0.0,0.0
 why is it that your iPhones alarm fails to work sometimes I missed 3 bonus points from a class because of this Sooooo annoyed,2020-11-22,-0.6705,-0.45
Photo Amazing customer service today  UTC store I worked form the store for several hours on,2020-11-22,0.5859,0.30000000000000004
 engineer makes printer from Lego makers,2020-11-22,0.0,0.0
Im so done with this piece of shit phone why doesnt it ever send me notifications when taylor tweets fuck u ,2020-11-22,-0.7964,-0.30000000000000004
" o wow   GamerGate       64megaherts 
got me there",2020-11-23,0.5859,0.1
Amazing customer service today  UTC store I worked form the store for several hours on TBJApodcast while,2020-11-23,0.5859,0.30000000000000004
Loving the OS update for my Mac Yosemite ,2020-11-23,0.5994,0.6
va  engineer makes printer from Lego makers,2020-11-24,0.0,0.0
AAPL 11593 Dec1 MiniFlash Crash 64 in one crazy minute w 67M shares MS downgrade to Market Weight amp trim its stock from 4 to 3,2020-11-24,-0.4404,-0.6
wheres a freaking gelato emoji when you one cc ,2020-11-24,-0.4215,0.0
Oh  how many Feedback Assistant messages do I have to send before you do anything about it,2020-11-24,0.0,0.5
 Once again  is inconsistent with app rules to maintain their Plausible Deniability Sorry to hear that Greg ,2020-11-25,-0.0772,0.0
 has a 40 market share of UK smartphone market  driven by the Iphone 6 Great that over a third of sales were made in Apple stores,2020-11-25,0.743,0.4
AAPLAlabama AntiDiscrimination Bill To Be Named After Apple CEO Tim CookhttptcoJ6hGjmjBZD,2020-11-25,0.0,0.0
VerrÌcktes GerÌcht iPhone6s zum  Apple Watch Thursday 4 December,2020-11-26,0.0,0.0
Apple quarter 2014Q3 EPS is 142 Use it at free App Donkey Stocks AAPL,2020-11-26,0.5106,0.4
I thought this shit was suppose to be gorilla glass ,2020-11-26,-0.6428,-0.2
AAPLUPDATE 1Alabama antidiscrimination bill to be named after Apples Tihttptco8REaRTeOmU,2020-11-26,0.0,0.0
Your OSX built in  keylogger had been provided by  ,2020-11-27,0.0,0.0
coreDump Your OSX built in  keylogger had been provided by  ,2020-11-27,0.0,0.0
Great  attachment means we can watch  awards via  via my,2020-11-27,0.8519,0.8
AAPLBeacons hit stores ahead of holidays but will they be a gift or a lumhttptcosSdd7YRfJt,2020-11-28,0.6858,0.0
coreDump Your OSX built in  keylogger had been provided by  ,2020-11-28,0.0,0.0
iPhone 6 Plus Makes Up 41 of Large Phone Sales as iPhone 6 Leads iOS Devices iOS Blog AAPL,2020-11-28,0.0,0.21428571428571427
   Your definition of easy is warped Thanks for the useless corporate speak,2020-11-28,0.4588,0.033333333333333326
The rise of Chromecast and the decline of  TV in one chart via ,2020-11-29,0.0,0.0
11am and 20 battery Die ,2020-11-29,-0.5994,0.0
 Did that yesterday again Told the issue was with  not  This has just added to the worst 3 months of customer service ever,2020-11-29,-0.6249,-1.0
 new  patent anti grqvity will reorient phone at 0g when a drop is Detected to help protect saphire retina screen,2020-11-30,0.2263,0.13636363636363635
When is  going to stop producing these pieces of shit earphones Its about time for earphones that dont tangle,2020-11-30,-0.7003,-0.2
  this one got by me patent for apple anti gravity phone includes predictive programing On drops,2020-11-30,-0.3182,0.0
Starbucks Launches Mobile Order amp Pay for iPhone in Portland National Rollout Coming in 2015 iOS Blog AAPL,2020-11-30,-0.1027,0.0
AAPLFast Money Recap Which Stocks Are Struggling Despite the RallyhttptcoHMNxXvNAOc,2020-12-01,-0.4215,0.0
Apple CEO Tim Cook comes out as gay  Via Net,2020-12-01,0.0,0.20833333333333334
Im happy now thnx fags ,2020-12-01,0.5719,0.8
Its your battery thats dying And long live Apple that will sell you a new battery for 50 or a new iPhone for 500  ,2020-12-01,0.0,0.08977272727272727
Heres Apples Next Great Business AAPL InvestWall AAPL,2020-12-02,0.6249,0.4
Alabama antidiscrimination bill to be named after s cook via,2020-12-02,0.0,0.0
thank you Mr Smug   who told me I was at fault for lightening cable breaking Err no just read the forums Crapcable,2020-12-02,-0.1531,0.0
 l agree with you theyre about as robust as a chocolate fire guard  ,2020-12-03,0.6705,0.0
 Apple Pay FAQs When will Apple Pay launch in the UK is Apple Pay secure  Thursday 4 Dece,2020-12-03,0.0516,0.4
   Patent Number patent 8903519,2020-12-03,0.0772,0.0
   But you see sir its how you handle them No its not if so robust why a wall full of themappleporkies,2020-12-03,0.3344,0.35
talk well dey need one get on it ,2020-12-04,0.2732,0.0
  YEAH APPLE UR SLACKIN,2020-12-04,0.296,0.0
  It happened to me,2020-12-04,0.0,0.0
Apple Devices Clobber Androids On Cyber Monday But The Underdog Is Catching Up AAPL aapl,2020-12-05,0.0,0.6
Apple Pay adds issuers LampN Federal Credit Union UW Credit Union and MampT Bank AAPL aapl,2020-12-05,0.5859,0.0
Well thanks  for losing over 5000 of my songs off my classic and now every photo i had on my itouch was deleted greatcompany,2020-12-05,0.34,0.18333333333333335
Apple deleted rivals music from iPods court hears AAPL aapl,2020-12-05,0.0,0.0
Apple Is Now Worth More Than The Entire Russian Stock Market AAPL AAPL Apple,2020-12-06,0.2263,0.2
Day 338 my 1st iPod from 2005 Had stopped workin years ago Just Came back to life Wtf,2020-12-06,-0.6908,-0.25
why does  take so long to send you the password reset email ipod apple soslow,2020-12-06,0.0,-0.05
 make them poor to increase profits cynic  ,2020-12-07,-0.0772,-0.4
Even MORE reason for  to stop using benzene in its manufacturing,2020-12-07,-0.296,0.5
Apple Is Now Worth More Than The Entire Russian Stock Market via contributors AAPL AAPL,2020-12-07,0.2263,0.2
New products innovative services lead Barclays to hike Apple price target by 17 to 140  AAPL aapl,2020-12-07,0.4404,0.3181818181818182
Walked into work and seen this  Who tf traded in a bent up ass iPhone  yall needa fix this shit,2020-12-08,-0.8294,-0.2
Almost want back to an android because why wont Apple have torrent,2020-12-08,0.0018,0.0
Thanks  for the heads up but I live in a frozen wasteland not an arid desert,2020-12-08,0.2382,0.16818181818181818
Kantar Worldpanel iPhone sales in October were huge AAPL aapl,2020-12-09,0.3182,0.39999999999999997
  all my fault lmfao,2020-12-09,0.2023,0.0
 Apple breaks 700B market cap      JohnSpallanzani,2020-12-09,0.0,0.0
Apple iPhone 6 6 Plus and Retina iMac ship times improve in time for holidays  AAPL aapl,2020-12-09,0.6705,0.0
 Apple iPhone 6 6 Plus and Retina iMac ship times improve in time for holidays  AAPL aapl,2020-12-10,0.6705,0.0
JMP raises Apple price target to 150 on exceptionally strong demand for Apple Insider AAPL 11593 1,2020-12-10,0.4243,0.43333333333333335
 Insanely great news  teams up with  for iAds programmatic launch,2020-12-10,0.6249,0.8
 CEO Cook to be namesake of Alabama antidiscrimination bill,2020-12-11,0.0,0.0
 why are apple users surprised  tells them how to hold their phones whats on their phones amp what they can listen to isheep,2020-12-11,0.2263,0.1
Why Apple  Is Poised to Have a RecordBreaking Holiday Season AAPL aapl,2020-12-11,0.5719,0.0
  you need to sort your phones out,2020-12-11,0.0,0.0
APPLE Intraday Comments  PreOpening  PREMIUM USERS  aapl Stockaction trading Stocks MKt,2020-12-12,0.0,0.0
 Why Apple  Is Poised to Have a RecordBreaking Holiday Season AAPL aapl,2020-12-12,0.5719,0.0
 Why is your NYC Grand Central store so bad when it comes to service 14th Street is much much better,2020-12-12,0.105,0.07500000000000004
OnThisDayinDigital  signed a deal with China today in 2013 to finally sell iPhones in the country,2020-12-12,0.0,0.0
Kantar iPhone 6 helps Apple gain share over Android iPhone 5c outselling iPhone 6 Plus in US AAPL aapl,2020-12-13,0.802,0.0
iPhone6 sales success gives  Apple best ever UK market position Thursday 4 December,2020-12-13,0.836,0.65
Fuck you  my phone has been searching for service for almost a complete day,2020-12-13,-0.5423,-0.15000000000000002
APPLE  Fibonacci Technicals Levels  Intraday  PreOpening AAPL aapl,2020-12-14,0.0,0.0
 Even MORE reason for  to stop using benzene in its manufacturing,2020-12-14,-0.296,0.5
You didnt imagine it When iPod users synced with iTunes  deleted any songs bought elsewhere,2020-12-14,0.0,0.0
 greatservice thanks for helping me out sylvester,2020-12-14,0.6249,0.2
Ive been waiting 2 months for my iPhone 6 what the fuck  ,2020-12-15,-0.5423,-0.4
Apple Details An Elaborate Transit Navigation System In Patent Applications AAPL aapl,2020-12-15,0.0,0.5
iPhone6c release date rumours and leaked images Will  Apple release a  Thursday 4 December,2020-12-15,-0.3182,0.0
Refusal of s TM application for APP STORE upheld by Australian federal court Apple can appeal ,2020-12-16,0.0,0.0
 is way better than ,2020-12-16,0.4404,0.5
APPLE  Fibonacci Technicals Levels  Intraday  Update  AAPL aapl,2020-12-16,0.0,0.0
BLOCK TRADE detected in AAPL,2020-12-16,-0.5622,0.0
I truly feel  apple needs to do more with iTunes Match to make it worth it,2020-12-17,0.5859,0.4
Heres s next great business What will be Apples primary source of revenue in 2015 service company,2020-12-17,0.6249,0.4000000000000001
You can finally get your iPhone6 or iPhone 6 Plus from Apple within a week via  aapl,2020-12-17,0.0,0.0
Is this happening on your iTunes account  is secretly deleting your noniTunes music,2020-12-18,0.0,-0.4
An Alabama antidiscrimination bill will have CEO Tim Cook as its namesake though  was initially hesitant,2020-12-18,-0.25,0.0
AAPLAfter Years Of Losses Apple Is Finally Clawing Back Some Market Share httptcocvBw4HDO9x,2020-12-18,-0.128,0.0
From afternoon tea to  iPadAir2 there is something for everyone with touchpoint rewards  Visit more info,2020-12-18,0.4767,0.5
Hey  fuck you for thinking I want text messages to pop up on my computer iPad and phone ThisIsWhyPeopleGetMurdered,2020-12-19,-0.4939,-0.4
APPLE Intraday Comments  Updated RANGE  PREMIUM USERS  aapl Stockaction trading Stocks MKt,2020-12-19,0.0,0.0
If you offer  feedback on their messaging program the webpage is from iChat so like 2010,2020-12-19,0.5009,0.0
APPLE  Fibonacci Technicals Levels  Intraday  Update  AAPL aapl,2020-12-20,0.0,0.0
 you are loosing all the things that used to make you so much better to live with than windows,2020-12-20,0.4902,0.3181818181818182
APPLE Intraday Comments  Updated RANGE  PREMIUM USERS  aapl Stockaction trading Stocks MKt,2020-12-20,0.0,0.0
I dont undestand how  CreditCare website doesnt work on  prodHad to request paper bills WhatYearIsIt poorcustomerservice,2020-12-20,0.0,0.0
Apple Inc Deleted NoniTunes Music Off iPods AAPL,2020-12-21,0.0,0.0
AAPLBloomberg Law Brief Antitrust Suit Against Apple AudiohttptcoqgKEBmRDlO,2020-12-21,0.0,0.0
Congrats   FDAcleared smartphoneconnected thermometer  stores,2020-12-21,0.5267,0.0
BLOCK TRADE detected in AAPL,2020-12-22,-0.5622,0.0
s share of UK smartphone sales soared to 395 in the 3 months to October thanks to iPhone6 launch,2020-12-22,0.6249,0.2
Apple Wants To Make Your Commute Much Easier According To This New Patent AAPL aapl,2020-12-22,0.4215,0.1787878787878788
Tim Cooks 100 Billion Mistake aapl,2020-12-22,-0.34,0.0
APPLE Intraday Comments  NEW RANGE  PREMIUM USERS  aapl Stockaction trading Stocks MKt,2020-12-23,0.0,0.13636363636363635
Apple Wants To Make Your Commute Much Easier According To This New Patent aapl,2020-12-23,0.4215,0.1787878787878788
A Developer Perfectly Summed Up The Limitations Of The AppleWatch aapl,2020-12-23,0.6369,1.0
Here Are The Main Differences Between Apple CarPlay And AndroidAuto aapl goog,2020-12-23,0.0,0.16666666666666666
APPLE  Fibonacci Technicals Levels  Intraday  Update  AAPL aapl,2020-12-24,0.0,0.0
why is there no salt shaker emoji  cook,2020-12-24,-0.296,0.0
Details of the Apple Inc iPadMini4 Revealed  The Motley Fool aapl,2020-12-24,-0.4404,0.6
okay so now the sound to my phone is messed upI really think youre doing this on purpose ,2020-12-25,-0.128,0.3666666666666667
How Competition Between Wireless Carriers Benefits Apple Inc  The Motley Fool aapl,2020-12-25,-0.0772,0.6
What the hell is this   glitches,2020-12-25,-0.6808,0.0
Apple CEO Tim Cook comes out as gay  Via Net,2020-12-25,0.0,0.20833333333333334
 11am and 20 battery Die ,2020-12-26,-0.5994,0.0
  can you guys look into IPhone 6 dropping Ringtones I was told  has been working on problem for 4 weeks now,2020-12-26,-0.4019,0.0
Apple Inc To Have An Explosive Quarter JMP Analyst aapl,2020-12-26,0.0,0.0
How an SVN connection led to safer conditions for s workforce  ,2020-12-27,0.4215,0.0
 How an SVN connection led to safer conditions for s workforce  ,2020-12-27,0.4215,0.0
Steve Wozniak Discusses Apples Early Days and Working with Steve Jobs Mac Blog AAPL,2020-12-27,0.0,0.1
AAPLJohn Sculley Pans Apple Watch Loves Apple PayhttptcoQNM796RSlm,2020-12-27,0.5719,0.0
How Apple  Is Crushing Google  On Mobile Shopping  AAPL aapl,2020-12-28,-0.3612,0.4
iPhone6 6 Plus trigger spike in  Apple sales worldwide Thursday 4 December,2020-12-28,0.0,0.0
what are you talking about  I back it up all the time,2020-12-28,0.0,0.0
Steve Wozniak on Apple the Computer Revolution and Working With SteveJobs  Businessweek aapl,2020-12-29,0.0,0.0
4star analyst Alex Gauna from JMP Securities rated AAPL wa BUY Alex has a 63 success rate NASDAQ stocks AAPL,2020-12-29,0.7096,0.3
AAPL iPhone 6 manufacturing costs show huge profit potential AAPL,2020-12-29,0.6369,0.19999999999999998
Sketchy Rumor Claims Apple Planning New 4Inch iPhone for 2015 AAPL,2020-12-29,0.0,0.13636363636363635
AAPLBeacons Hit Stores Ahead of HolidayshttptcosSdd7YRfJt,2020-12-30,0.0,0.0
Trade AAPL FREE Nightly Updates are posted here on Twitter or you can visit the Trade AAPL FREE website here,2020-12-30,0.8429,0.4
 How an SVN connection led to safer conditions for s workforce  ,2020-12-30,0.4215,0.0
BLOCK TRADE detected in AAPL,2020-12-31,-0.5622,0.0
AAPL Alex Gauna flips his Apple bit sets Streethigh target of 150,2020-12-31,0.0,0.0
That moment EVERYTIME when walk out of  after purchase amp receipt is emailed amp think getting stopped or not MiniHeartAttack cook,2020-12-31,-0.2263,0.0
My new MBP is freaking awesome  apple macbookpro lovingit,2020-12-31,0.3182,0.5681818181818181
AAPL Shorting Apple  116  Love the company love their products everybody admires Apple but the capitalization is way too wild,2021-01-01,0.714,0.3666666666666667
 wtf  fix this,2021-01-01,-0.5859,-0.5
  thats not their twitter oh,2021-01-01,0.0,0.0
TheStreet Cramer Says Buy mApple as Avago Techs Earnings Hint at Big Demand avgo aapl,2021-01-02,-0.128,0.0
  DO THEY EDN HAVE A TWITTER,2021-01-02,0.0,0.0
  i dOMT THINK SO,2021-01-02,0.0,0.0
  WELL THEY SHOULD HAVE A TWITTER,2021-01-02,0.2732,0.0
APPLE  Fibonacci Technicals Levels  Intraday  Update  AAPL aapl,2021-01-03,0.0,0.0
  aPPLE SUPPOHAVE A TWITTER I THINK,2021-01-03,0.0,0.0
Apple named 10thmost disruptive idea in the past 85 years by Businessweek AAPL aapl,2021-01-03,-0.3182,-0.25
httptcoVS8RO1tb5N The Amazon Enigma AAPL AMZN BABA ecommerce econsumerism Financial News,2021-01-04,0.1779,0.0
 Apple named 10thmost disruptive idea in the past 85 years by Businessweek AAPL aapl,2021-01-04,-0.3182,-0.25
The 19YearOld WizKid Who Turned Down  Has Nabbed Backing From A Hollywood Star,2021-01-04,0.0258,-0.15555555555555556
PeroQueMorro  Lawyers say iPods deleted songs not purchased from  via ,2021-01-04,0.0,0.0
Is Apple The Most Important Stock On Earth aapl,2021-01-05,0.2716,0.45
Is Apple The Most Important Stock On Earth aapl,2021-01-05,0.2716,0.45
Is Apple The Most Important Stock On Earth aapl,2021-01-05,0.2716,0.45
Is Apple The Most Important Stock On Earth aapl,2021-01-05,0.2716,0.45
Is Apple The Most Important Stock On Earth aapl,2021-01-06,0.2716,0.45
Is Apple The Most Important Stock On Earth aapl,2021-01-06,0.2716,0.45
Is Apple The Most Important Stock On Earth aapl,2021-01-06,0.2716,0.45
Is Apple The Most Important Stock On Earth aapl,2021-01-07,0.2716,0.45
Is Apple The Most Important Stock On Earth aapl,2021-01-07,0.2716,0.45
Is Apple The Most Important Stock On Earth aapl,2021-01-07,0.2716,0.45
The 19YearOld WizKid Who Turned Down  Has Nabbed Backing From A Hollywood Star,2021-01-07,0.0258,-0.15555555555555556
 While  still dominates ecommerce  devices are grabbing market share,2021-01-08,0.34,0.0
I could really kick  s ass This iPhone 6 battery sucks moldy dick on a Tuesday night  Worst shit ever Only last 4 fucking hours,2021-01-08,-0.9536,-0.2714285714285714
Disgusted with  advertising for the iPad air falseadvertising nono,2021-01-08,-0.5267,-1.0
Square Launches iOS App for Food Delivery Service Caviar iOS Blog AAPL,2021-01-09,0.0,0.0
Done with this iPhone 6 plus Apple or sprint giving me my bread back Trash ass phone full of fuck ups  ,2021-01-09,-0.6808,-0.01666666666666668
 Done with this iPhone 6 plus Apple or sprint giving me my bread back Trash ass phone full of fuck ups  ,2021-01-09,-0.6808,-0.01666666666666668
Unlikely supplychain rumor suggests a 4inch iPhone model next year AAPL aapl,2021-01-09,0.0,-0.25
Wouldnt be a bad idea to bring back the tap to tweet function guys  ,2021-01-10,0.431,-0.3499999999999999
Details of the Apple Inc iPad Mini 4 Revealed AAPL,2021-01-10,0.0,0.0
